dpc_id,source_serial_no,region,taluk,village,opening_date,closing_date,status,latitude,longitude,source_snapshot,source_authority
TNCSC-KMS2025-26-0001,1,Ariyalur,Andimadam,Aiyyur,2025-09-09,,Open,11.314517,79.318039,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0002,2,Ariyalur,Andimadam,Kaduvetti,2025-09-09,2026-04-16,Closed,11.310080,79.485031,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0003,3,Ariyalur,Andimadam,Kattathur,2026-07-11,,Open,11.303731,79.347368,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0004,4,Ariyalur,Andimadam,Nagambandal,2026-02-02,2026-04-07,Closed,11.410526,79.367801,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0005,5,Ariyalur,Andimadam,Olaiyur,2025-09-06,2026-04-09,Closed,11.409369,79.316831,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0006,6,Ariyalur,Andimadam,Periyathukuruchi,2026-02-02,2026-03-24,Closed,11.412852,79.361867,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0007,7,Ariyalur,Andimadam,Sriraman,2026-01-29,,Open,11.397276,79.387820,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0008,8,Ariyalur,Andimadam,Vilanthai,2025-09-09,2026-04-16,Closed,11.379663,79.197428,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0009,9,Ariyalur,Andimadam,Vizhududaiyan,2026-01-31,2026-04-02,Closed,11.411040,79.336038,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0010,10,Ariyalur,Ariyalur,Alagiyamanavalam,2025-09-26,2026-06-06,Closed,10.955249,79.201630,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0011,11,Ariyalur,Ariyalur,Elakurichi,2025-09-18,2026-06-19,Closed,10.950667,79.168251,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0012,12,Ariyalur,Ariyalur,Elanthakudam,2025-09-18,2026-06-24,Closed,10.927134,79.026603,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0013,13,Ariyalur,Ariyalur,Ka Mathur,2025-09-24,2026-05-23,Closed,10.931498,79.060477,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0014,14,Ariyalur,Ariyalur,Kallur,2026-03-02,2026-06-16,Closed,10.975207,79.095941,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0015,15,Ariyalur,Ariyalur,Kamarasavalli,2025-10-03,2026-06-06,Closed,10.982057,79.197977,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0016,16,Ariyalur,Ariyalur,Kandirathirtham,2025-09-18,2026-06-10,Closed,10.908072,79.044382,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0017,17,Ariyalur,Ariyalur,Karaiyavetti,2026-03-23,,Open,10.963010,79.056536,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0018,18,Ariyalur,Ariyalur,Keelakavattankuruchi,2026-03-05,2026-06-30,Closed,10.954694,79.066914,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0019,19,Ariyalur,Ariyalur,Keelakolathur,2026-03-07,,Open,10.978552,79.116241,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0020,20,Ariyalur,Ariyalur,Koman,2026-02-28,2026-05-26,Closed,10.991524,79.227530,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0021,21,Ariyalur,Ariyalur,Kovil Esanai,2026-03-14,2026-06-28,Closed,10.950386,79.025785,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0022,22,Ariyalur,Ariyalur,Kovilur,2026-03-05,2026-06-13,Closed,10.979487,79.180915,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0023,23,Ariyalur,Ariyalur,Kulamanikkam,2025-09-19,2026-06-20,Closed,10.904705,79.015872,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0024,24,Ariyalur,Ariyalur,Kumaramangalam,2026-04-03,2026-05-26,Closed,10.966770,79.131130,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0025,25,Ariyalur,Ariyalur,Kunthapuram,2026-03-05,2026-06-26,Closed,10.967256,79.067613,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0026,26,Ariyalur,Ariyalur,Kuruvadi,2025-09-08,2026-05-26,Closed,10.975733,79.225297,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0027,27,Ariyalur,Ariyalur,Manjamedu,2025-09-23,2026-05-25,Closed,10.934939,79.084311,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0028,28,Ariyalur,Ariyalur,Melavarapankuruchi,2026-03-03,2026-06-09,Closed,10.953774,79.191309,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0029,29,Ariyalur,Ariyalur,Mudikondan,2026-03-06,2026-05-27,Closed,10.950059,79.090158,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0030,30,Ariyalur,Ariyalur,Naanangur,2026-03-07,2026-05-22,Closed,10.999343,79.203867,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0031,31,Ariyalur,Ariyalur,Oriyur,2026-03-03,2026-05-23,Closed,10.999342,79.211936,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0032,32,Ariyalur,Ariyalur,Palaiyapadi,2026-02-27,2026-06-06,Closed,10.931631,79.060696,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0033,33,Ariyalur,Ariyalur,Palinganatham,2026-03-09,2026-06-22,Closed,10.959605,78.965950,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0034,34,Ariyalur,Ariyalur,Sengarayankattalai,2025-09-12,2026-06-09,Closed,10.960850,79.181963,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0035,35,Ariyalur,Ariyalur,Thirumalapadi,2025-09-12,2026-06-10,Closed,10.906127,79.058903,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0036,36,Ariyalur,Ariyalur,Thirumanur,2026-02-24,,Open,10.939331,79.104989,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0037,37,Ariyalur,Ariyalur,Thiruvenganoor,2026-03-06,2026-06-27,Closed,10.939927,79.114387,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0038,38,Ariyalur,Ariyalur,Thuthur,2025-09-09,2026-05-26,Closed,10.987680,79.250522,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0039,39,Ariyalur,Ariyalur,Vadugapalayam,2025-09-20,2026-06-09,Closed,10.970089,79.121169,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0040,40,Ariyalur,Ariyalur,Venganoor,2026-03-09,2026-06-10,Closed,10.963216,79.025145,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0041,41,Ariyalur,Ariyalur,Vilagam,2026-03-12,2026-06-30,Closed,10.942956,79.001322,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0042,42,Ariyalur,Sendurai,Kulumur,2025-09-06,2026-05-17,Closed,11.315080,79.151830,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0043,43,Ariyalur,Sendurai,Namankunam,2025-09-08,2026-05-17,Closed,11.287579,79.132802,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0044,44,Ariyalur,Sendurai,Padaivetikudikadu,2026-02-04,2026-04-29,Closed,11.311732,79.197330,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0045,45,Ariyalur,Sendurai,Sannasinallur,2025-09-06,2026-05-19,Closed,11.374730,79.187280,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0046,46,Ariyalur,Sendurai,T Koodalur,2025-09-06,2026-05-23,Closed,11.379729,79.197481,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0047,47,Ariyalur,Sendurai,Thalavai,2026-03-23,2026-05-20,Closed,11.364092,79.210399,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0048,48,Ariyalur,Udayarpalayam,Annangaranpettai,2026-07-11,,Open,11.287661,79.132922,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0049,49,Ariyalur,Udayarpalayam,Arankottai,2026-02-06,2026-05-24,Closed,11.032134,79.309560,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0050,50,Ariyalur,Udayarpalayam,Arunmozhi,2025-09-09,2026-05-23,Closed,11.062288,79.344366,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0051,51,Ariyalur,Udayarpalayam,Cholamadevi,2025-09-06,,Open,11.132219,79.407874,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0052,52,Ariyalur,Udayarpalayam,Gangaikondacholapuram,2026-02-02,2026-04-17,Closed,11.208485,79.447536,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0053,53,Ariyalur,Udayarpalayam,Govindapudhur,2025-09-09,2026-05-22,Closed,11.034961,79.292149,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0054,54,Ariyalur,Udayarpalayam,Idankanni,2026-01-30,2026-04-28,Closed,11.104744,79.395753,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0055,55,Ariyalur,Udayarpalayam,Karaikurichi,2026-02-04,2026-04-27,Closed,11.079780,79.355532,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0056,56,Ariyalur,Udayarpalayam,Karkudi,2025-09-08,2026-05-27,Closed,11.069693,79.312437,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0057,57,Ariyalur,Udayarpalayam,Kodalikaruppur,2026-02-02,,Open,11.210885,79.501957,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0058,58,Ariyalur,Udayarpalayam,Kuruchi,2026-07-11,,Open,11.113135,79.395053,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0059,59,Ariyalur,Udayarpalayam,Muttuvancherruy,2025-09-08,2026-05-13,Closed,11.021928,79.277003,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0060,60,Ariyalur,Udayarpalayam,Pillaipalayam,2025-09-08,2026-03-30,Closed,11.210845,79.501878,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0061,61,Ariyalur,Udayarpalayam,Sripuranthan(N),2025-09-06,2026-06-09,Closed,11.048725,79.317435,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0062,62,Ariyalur,Udayarpalayam,Suthukulam,2026-01-30,2026-03-05,Closed,11.230755,79.499272,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0063,63,Ariyalur,Udayarpalayam,T K P Natham,2026-02-02,,Open,11.095380,79.407551,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0064,64,Ariyalur,Udayarpalayam,T. Palur,2026-01-29,2026-04-20,Closed,11.089322,79.364869,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0065,65,Ariyalur,Udayarpalayam,Thennavanullur,2026-01-30,2026-04-05,Closed,11.147153,79.449724,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0066,66,Ariyalur,Udayarpalayam,Valaikurichi,2026-02-05,2026-04-24,Closed,11.067051,79.376202,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0067,67,Ariyalur,Udayarpalayam,Vikramangalam,2026-03-02,2026-05-20,Closed,11.046693,79.223593,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0068,68,Chengalpattu,Chengalpattu,Kalivanthapattu,2025-09-16,2026-06-09,Closed,12.774382,80.079546,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0069,69,Chengalpattu,Chengalpattu,Karinilam,2026-04-02,2026-06-11,Closed,12.763330,80.053144,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0070,70,Chengalpattu,Chengalpattu,Sasthirampakkam,2026-04-06,2026-06-20,Closed,12.766056,79.959411,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0071,71,Chengalpattu,Chengalpattu,Sasthirampakkam1,2026-05-19,2026-06-19,Closed,12.766056,79.959411,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0072,72,Chengalpattu,Chengalpattu,Thiruvadisulam,2026-03-18,2026-06-23,Closed,12.694868,80.028380,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0073,73,Chengalpattu,Chengalpattu,Villiyam Bakkam,2026-04-06,2026-06-12,Closed,12.750142,79.933606,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0074,74,Chengalpattu,Chengalpattu,Villiyambakkam 1,2025-09-13,2026-06-12,Closed,12.750142,79.933606,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0075,75,Chengalpattu,Cheyyur,Akkinampattu,2026-03-10,2026-06-19,Closed,12.378396,79.893349,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0076,76,Chengalpattu,Cheyyur,Ammanur,2025-09-08,2026-06-17,Closed,12.376557,80.008588,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0077,77,Chengalpattu,Cheyyur,Annaikattu,2026-03-18,2026-06-12,Closed,12.476207,80.069238,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0078,78,Chengalpattu,Cheyyur,Annaikattu 1,2026-05-25,2026-06-06,Closed,12.476207,80.069238,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0079,79,Chengalpattu,Cheyyur,Arasur,2026-03-13,2026-06-11,Closed,12.284502,79.867165,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0080,80,Chengalpattu,Cheyyur,Elliddu,2026-03-09,2026-06-18,Closed,12.272427,79.877808,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0081,81,Chengalpattu,Cheyyur,Inthalur,2026-03-31,2026-06-25,Closed,12.610796,79.997055,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0082,82,Chengalpattu,Cheyyur,Kadapperi,2026-02-27,2026-06-16,Closed,12.322264,79.839504,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0083,83,Chengalpattu,Cheyyur,Kanni Mangalam,2026-06-17,2026-07-08,Closed,12.395723,79.895003,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0084,84,Chengalpattu,Cheyyur,Karikanthangal,2026-03-17,2026-06-28,Closed,12.395102,79.885967,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0085,85,Chengalpattu,Cheyyur,Kavanur,2026-02-26,2026-06-13,Closed,12.401837,79.877227,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0086,86,Chengalpattu,Cheyyur,Kayapakkam,2025-09-09,2026-06-05,Closed,12.325583,79.872559,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0087,87,Chengalpattu,Cheyyur,Kolathur,2026-03-16,2026-06-20,Closed,12.368013,79.820206,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0088,88,Chengalpattu,Cheyyur,Lathur,2025-09-22,2026-07-08,Closed,12.483411,80.010554,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0089,89,Chengalpattu,Cheyyur,Madaiyambakkam,2025-09-23,2026-06-20,Closed,12.396956,80.040526,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0090,90,Chengalpattu,Cheyyur,Madaiyambakkam01,2025-10-09,2025-11-13,Closed,12.396956,80.040526,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0091,91,Chengalpattu,Cheyyur,Manapakkam,2026-02-25,2026-06-06,Closed,12.258341,79.887183,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0092,92,Chengalpattu,Cheyyur,Mugaiyoor,2026-02-23,2026-06-05,Closed,12.431940,80.063476,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0093,93,Chengalpattu,Cheyyur,Mugundakiri,2026-03-20,2026-06-20,Closed,12.419716,79.881908,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0094,94,Chengalpattu,Cheyyur,Nangalathur,2025-09-20,2026-06-10,Closed,12.333894,79.961145,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0095,95,Chengalpattu,Cheyyur,Nangalathur 1,2025-10-03,2026-06-11,Closed,12.333894,79.961145,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0096,96,Chengalpattu,Cheyyur,Neelamangalam,2025-09-11,2026-06-26,Closed,12.520868,79.996981,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0097,97,Chengalpattu,Cheyyur,Nugumbal,2026-03-02,2026-05-13,Closed,12.344563,79.892151,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0098,98,Chengalpattu,Cheyyur,Pachamppakkam,2025-09-20,2026-06-24,Closed,12.460282,80.014294,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0099,99,Chengalpattu,Cheyyur,Parameswara Mangalam,2025-09-06,,Open,12.481392,80.080353,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0100,100,Chengalpattu,Cheyyur,Parukal,2026-04-07,2026-06-29,Closed,12.384137,79.864612,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0101,101,Chengalpattu,Cheyyur,Pavunjur,2026-07-01,2026-07-09,Closed,12.452206,80.009830,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0102,102,Chengalpattu,Cheyyur,Periya Kalakadi,2026-03-16,2026-06-16,Closed,12.332016,79.888618,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0103,103,Chengalpattu,Cheyyur,Periya Kalakadi 1,2026-05-18,2026-06-16,Closed,12.332016,79.888618,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0104,104,Chengalpattu,Cheyyur,Periyavelikadu,2025-09-23,2026-06-13,Closed,12.449412,79.970851,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0105,105,Chengalpattu,Cheyyur,Perukkaranai 1,2026-03-05,2026-06-11,Closed,12.390296,79.874290,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0106,106,Chengalpattu,Cheyyur,Perumbakkam,2025-09-27,2025-11-14,Closed,12.905300,80.198600,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0107,107,Chengalpattu,Cheyyur,Polambakkam,2025-10-10,2026-07-02,Closed,12.460282,80.014294,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0108,108,Chengalpattu,Cheyyur,Porur,2026-03-20,2026-06-24,Closed,12.342866,79.910244,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0109,109,Chengalpattu,Cheyyur,Puriyambakkam 1,2026-05-15,2026-06-10,Closed,12.283933,79.907281,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0110,110,Chengalpattu,Cheyyur,Puriyambakkam Or Pazhavoor,2026-04-02,,Open,12.378408,79.893411,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0111,111,Chengalpattu,Cheyyur,Puthirankottai,2025-09-09,2026-06-21,Closed,12.306455,79.899854,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0112,112,Chengalpattu,Cheyyur,Puthirankottai 1,2025-09-26,2025-11-14,Closed,12.306455,79.899854,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0113,113,Chengalpattu,Cheyyur,Semboor,2025-09-08,2026-06-15,Closed,12.359880,79.993785,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0114,114,Chengalpattu,Cheyyur,Sirumailoor,2026-03-12,2026-06-25,Closed,12.312378,79.841935,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0115,115,Chengalpattu,Cheyyur,Sitharkadu,2026-07-03,,Open,12.341959,79.961412,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0116,116,Chengalpattu,Cheyyur,Sunambedu,2026-02-26,2026-06-20,Closed,12.263575,79.901201,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0117,117,Chengalpattu,Cheyyur,Thandarai,2025-09-08,2025-11-13,Closed,12.394466,80.089473,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0118,118,Chengalpattu,Cheyyur,Vanniyanalur,2026-06-04,2026-06-30,Closed,12.255185,79.872251,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0119,119,Chengalpattu,Cheyyur,Vedal,2026-03-09,2026-07-01,Closed,12.584596,79.882683,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0120,120,Chengalpattu,Madhurantakam,Aannaikunam,2026-02-26,2026-06-22,Closed,12.423199,79.730689,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0121,121,Chengalpattu,Madhurantakam,Ananthamangalam,2026-03-02,2026-06-12,Closed,12.325843,79.671856,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0122,122,Chengalpattu,Madhurantakam,Anndavakkam,2026-03-17,,Open,12.565738,79.866375,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0123,123,Chengalpattu,Madhurantakam,Ariyanoor,2025-09-10,2025-11-18,Closed,12.415766,79.983546,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0124,124,Chengalpattu,Madhurantakam,Ariyanur,2026-03-23,2026-06-28,Closed,12.603562,79.905888,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0125,125,Chengalpattu,Madhurantakam,Ariyanur 01,2025-10-16,2026-06-28,Closed,12.603562,79.905888,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0126,126,Chengalpattu,Madhurantakam,Ariyapakkam,2026-03-23,2026-06-19,Closed,12.554685,79.931698,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0127,127,Chengalpattu,Madhurantakam,Ariyapakkam 01,2026-05-21,2026-06-22,Closed,12.554685,79.931698,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0128,128,Chengalpattu,Madhurantakam,Athur,2025-09-24,2026-05-14,Closed,12.345776,79.794388,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0129,129,Chengalpattu,Madhurantakam,Boothur,2025-09-06,2026-07-06,Closed,12.544681,79.969588,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
